"tournament_id","round","home","away","winner","loser"
2125,"Round_of_16","Li Wei","Aspes Ruuk","Aspes Ruuk","Li Wei"
2125,"Round_of_16","Caleb Dickson","Rafael Castillo","Caleb Dickson","Rafael Castillo"
2125,"Quarterfinal","Valentina Torres","Ava Brown","Valentina Torres","Ava Brown"
2125,"Quarterfinal","Jackson Davis","Wei Zhang","Jackson Davis","Wei Zhang"
2125,"Quarterfinal","Max Williams","Luis Perez","Max Williams","Luis Perez"
2125,"Quarterfinal","Aspes Ruuk","Caleb Dickson","Aspes Ruuk","Caleb Dickson"
2125,"Semifinal","Valentina Torres","Jackson Davis","Valentina Torres","Jackson Davis"
2125,"Semifinal","Max Williams","Aspes Ruuk","Max Williams","Aspes Tuuk"
2125,"Final","Valentina Torres","Max Williams","Max Williams","Valentina Torres"
2126,"Round_of_16","Valentina Torres","Tao Liu","Tao Liu","Valentina Torres"
2126,"Round_of_16","Samuel Flores","Ava Brown","Ava Brown","Samuel Flores"
2126,"Round_of_16","Luca Muller","Jackson Davis","Jackson Davis","Luca Muller"
2126,"Round_of_16","Wei Zhang","Kwame Mensah","Wei Zhang","Kwame Mensah"
2126,"Round_of_16","Max Williams","Mei Chen","Max Williams","Mei Chen"
2126,"Round_of_16","Luis Perez","Liam Janssen","Liam Janssen","Luis Perez"
2126,"Round_of_16","Li Wei","Aspes Ruuk","Aspes Ruuk","Li Wei"
2126,"Round_of_16","Caleb Dickson","Rafael Castillo","Rafael Castillo","Caleb Dickson"
2126,"Quarterfinal","Tao Liu","Ava Brown","Tao Liu","Ava Brown"
2126,"Quarterfinal","Jackson Davis","Wei Zhang","Jackson Davis","Wei Zhang"
2126,"Quarterfinal","Max Williams","Liam Janssen","Max Williams","Liam Janssen"
2126,"Quarterfinal","Aspes Ruuk","Rafael Castillo","Aspes Ruuk","Rafael Castillo"
2126,"Semifinal","Tao Liu","Jackson Davis","Jackson Davis","Tao Liu"
2126,"Semifinal","Max Williams","Aspes Ruuk","Max Williams","Aspes Tuuk"
2126,"Final","Jackson Davis","Max Williams","Max Williams","Jackson Davis"
2127,"Round_of_16","Caleb Dickson","Youssef Camara","Youssef Camara","Caleb Dickson"
2127,"Round_of_16","Valentina Torres","Tao Liu","Tao Liu","Valentina Torres"
2127,"Round_of_16","Mei Chen","Tariq Ebo","Tariq Ebo","Mei Chen"
2127,"Round_of_16","Max Williams","Ava Brown","Ava Brown","Max Williams"
2127,"Round_of_16","Wei Zhang","Luca Muller","Wei Zhang","Luca Muller"
2127,"Round_of_16","Samuel Flores","Kwame Mensah","Samuel Flores","Kwame Mensah"
2127,"Round_of_16","Mia Gonzalez","Li Wei","Li Wei","Mia Gonzalez"
2127,"Round_of_16","Jackson Davis","Luis Perez","Jackson Davis","Luis Perez"
2127,"Quarterfinal","Youssef Camara","Tao Liu","Youssef Camara","Tao Liu"
2127,"Quarterfinal","Tariq Ebo","Ava Brown","Tariq Ebo","Ava Brown"
2127,"Quarterfinal","Wei Zhang","Samuel Flores","Samuel Flores","Wei Zhang"
2127,"Quarterfinal","Li Wei","Jackson Davis","Li Wei","Jackson Davis"
2127,"Semifinal","Youssef Camara","Tariq Ebo","Youssef Camara","Tariq Ebo"
2127,"Semifinal","Samuel Flores","Li Wei","Samuel Flores","Li Wei"
2127,"Final","Youssef Camara","Samuel Flores","Samuel Flores","Youssef Camara"
2128,"Round_of_16","Caleb Dickson","Tao Liu","Caleb Dickson","Tao Liu"
2128,"Round_of_16","Valentina Torres","Li Wei","Valentina Torres","Li Wei"
2128,"Round_of_16","Mei Chen","Youssef Camara","Youssef Camara","Mei Chen"
2128,"Round_of_16","Max Williams","Samuel Flores","Samuel Flores","Max Williams"
2128,"Round_of_16","Wei Zhang","Kwame Mensah","Wei Zhang","Kwame Mensah"
2128,"Round_of_16","Tariq Ebo","Luca Muller","Tariq Ebo","Luca Muller"
2128,"Round_of_16","Ava Brown","Jackson Davis","Ava Brown","Jackson Davis"
2128,"Round_of_16","Mia Gonzalez","Luis Perez","Luis Perez","Mia Gonzalez"
2128,"Quarterfinal","Caleb Dickson","Valentina Torres","Caleb Dickson","Valentina Torres"
2128,"Quarterfinal","Youssef Camara","Samuel Flores","Youssef Camara","Samuel Flores"
2128,"Quarterfinal","Wei Zhang","Tariq Ebo","Tariq Ebo","Wei Zhang"
2128,"Quarterfinal","Ava Brown","Luis Perez","Ava Brown","Luis Perez"
2128,"Semifinal","Caleb Dickson","Youssef Camara","Caleb Dickson","Youssef Camara"
2128,"Semifinal","Tariq Ebo","Ava Brown","Tariq Ebo","Ava Brown"
2128,"Final","Caleb Dickson","Tariq Ebo","Caleb Dickson","Tariq Ebo"
2129,"Round_of_16","Caleb Dickson","Valentina Torres","Caleb Dickson","Valentina Torres"
2129,"Round_of_16","Mei Chen","Wei Zhang","Mei Chen","Wei Zhang"
2129,"Round_of_16","Max Williams","Ava Brown","Ava Brown","Max Williams"
2129,"Round_of_16","Samuel Flores","Kwame Mensah","Samuel Flores","Kwame Mensah"
2129,"Round_of_16","Luca Muller","Li Wei","Li Wei","Luca Muller"
2129,"Round_of_16","Luis Perez","Jackson Davis","Jackson Davis","Luis Perez"
2129,"Round_of_16","Tariq Ebo","Tao Liu","Tariq Ebo","Tao Liu"
2129,"Round_of_16","Youssef Camara","Noah Fischer","Youssef Camara","Noah Fischer"
2129,"Quarterfinal","Caleb Dickson","Mei Chen","Caleb Dickson","Mei Chen"
2129,"Quarterfinal","Ava Brown","Samuel Flores","Ava Brown","Samuel Flores"
2129,"Quarterfinal","Li Wei","Jackson Davis","Li Wei","Jackson Davis"
2129,"Quarterfinal","Tariq Ebo","Youssef Camara","Tariq Ebo","Youssef Camara"
2129,"Semifinal","Caleb Dickson","Ava Brown","Caleb Dickson","Ava Brown"
2129,"Semifinal","Li Wei","Tariq Ebo","Tariq Ebo","Li Wei"
2129,"Final","Caleb Dickson","Tariq Ebo","Caleb Dickson","Tariq Ebo"
2130,"Round_of_16","Samuel Flores","Malik Obi","Malik Obi","Samuel Flores"
2130,"Round_of_16","Mia Gonzalez","Jackson Davis","Jackson Davis","Mia Gonzalez"
2130,"Round_of_16","Wei Zhang","Ava Brown","Wei Zhang","Ava Brown"
2130,"Round_of_16","Mei Chen","Valentina Torres","Mei Chen","Valentina Torres"
2130,"Round_of_16","Max Williams","Tao Liu","Max Williams","Tao Liu"
2130,"Round_of_16","Li Wei","Kwame Mensah","Li Wei","Kwame Mensah"
2130,"Round_of_16","Luca Muller","Luis Perez","Luis Perez","Luca Muller"
2130,"Round_of_16","Youssef Camara","Liam Janssen","Youssef Camara","Liam Janssen"
2130,"Quarterfinal","Malik Obi","Jackson Davis","Jackson Davis","Malik Obi"
2130,"Quarterfinal","Wei Zhang","Mei Chen","Wei Zhang","Mei Chen"
2130,"Quarterfinal","Max Williams","Li Wei","Li Wei","Max Williams"
2130,"Quarterfinal","Luis Perez","Youssef Camara","Luis Perez","Youssef Camara"
2130,"Semifinal","Jackson Davis","Wei Zhang","Jackson Davis","Wei Zhang"
2130,"Semifinal","Li Wei","Luis Perez","Li Wei","Luis Perez"
2130,"Final","Jackson Davis","Li Wei","Jackson Davis","Li Wei"
2131,"Round_of_16","Kwame Mensah","Malik Obi","Kwame Mensah","Malik Obi"
2131,"Round_of_16","Mei Chen","Mateo Diaz","Mateo Diaz","Mei Chen"
2131,"Round_of_16","Mia Gonzalez","Luca Muller","Luca Muller","Mia Gonzalez"
2131,"Round_of_16","Isabella Hernandez","Leo Zimmerman","Leo Zimmerman","Isabella Hernandez"
2131,"Round_of_16","Valentina Torres","Ava Brown","Valentina Torres","Ava Brown"
2131,"Round_of_16","Kai Chen","Li Wei","Kai Chen","Li Wei"
2131,"Round_of_16","Samuel Flores","Jackson Davis","Samuel Flores","Jackson Davis"
2131,"Round_of_16","Youssef Camara","Tao Liu","Youssef Camara","Tao Liu"
2131,"Quarterfinal","Kwame Mensah","Mateo Diaz","Kwame Mensah","Mateo Diaz"
2131,"Quarterfinal","Luca Muller","Leo Zimmerman","Luca Muller","Leo Zimmerman"
2131,"Quarterfinal","Valentina Torres","Kai Chen","Kai Chen","Valentina Torres"
2131,"Quarterfinal","Samuel Flores","Youssef Camara","Samuel Flores","Youssef Camara"
2131,"Semifinal","Kwame Mensah","Luca Muller","Kwame Mensah","Luca Muller"
2131,"Semifinal","Kai Chen","Samuel Flores","Samuel Flores","Kai Chen"
2131,"Final","Kwame Mensah","Samuel Flores","Samuel Flores","Kwame Mensah"
2132,"Round_of_16","Kwame Mensah","Mei Chen","Kwame Mensah","Mei Chen"
2132,"Round_of_16","Mia Gonzalez","Isabella Hernandez","Mia Gonzalez","Isabella Hernandez"
2132,"Round_of_16","Valentina Torres","Kai Chen","Valentina Torres","Kai Chen"
2132,"Round_of_16","Samuel Flores","Youssef Camara","Youssef Camara","Samuel Flores"
2132,"Round_of_16","Malik Obi","Mateo Diaz","Malik Obi","Mateo Diaz"
2132,"Round_of_16","Jackson Davis","Ava Brown","Jackson Davis","Ava Brown"
1930,"Semifinal","Rafael Castillo","Aiden Nguyen","Aiden Nguyen","Rafael Castillo"
2132,"Round_of_16","Luca Muller","Leo Zimmerman","Luca Muller","Leo Zimmerman"
2132,"Round_of_16","Tao Liu","Li Wei","Tao Liu","Li Wei"
2132,"Quarterfinal","Kwame Mensah","Mia Gonzalez","Kwame Mensah","Mia Gonzalez"
2132,"Quarterfinal","Valentina Torres","Youssef Camara","Youssef Camara","Valentina Torres"
2132,"Quarterfinal","Malik Obi","Jackson Davis","Jackson Davis","Malik Obi"
2132,"Quarterfinal","Luca Muller","Tao Liu","Tao Liu","Luca Muller"
2132,"Semifinal","Kwame Mensah","Youssef Camara","Kwame Mensah","Youssef Camara"
2132,"Semifinal","Jackson Davis","Tao Liu","Jackson Davis","Tao Liu"
2132,"Final","Kwame Mensah","Jackson Davis","Kwame Mensah","Jackson Davis"
2133,"Round_of_16","Malik Obi","Ava Brown","Ava Brown","Malik Obi"
2133,"Round_of_16","Youssef Camara","Tao Liu","Tao Liu","Youssef Camara"
2133,"Round_of_16","Isabella Hernandez","Mateo Diaz","Isabella Hernandez","Mateo Diaz"
2133,"Round_of_16","Mei Chen","Jackson Davis","Mei Chen","Jackson Davis"
2133,"Round_of_16","Kwame Mensah","Mia Gonzalez","Kwame Mensah","Mia Gonzalez"
2133,"Round_of_16","Rafael Castillo","Kai Chen","Kai Chen","Rafael Castillo"
2133,"Round_of_16","Leo Zimmerman","Samuel Flores","Leo Zimmerman","Samuel Flores"
2133,"Round_of_16","Li Wei","Luis Perez","Luis Perez","Li Wei"
2133,"Quarterfinal","Ava Brown","Tao Liu","Ava Brown","Tao Liu"
2133,"Quarterfinal","Isabella Hernandez","Mei Chen","Mei Chen","Isabella Hernandez"
2133,"Quarterfinal","Kwame Mensah","Kai Chen","Kwame Mensah","Kai Chen"
2133,"Quarterfinal","Leo Zimmerman","Luis Perez","Luis Perez","Leo Zimmerman"
2133,"Semifinal","Ava Brown","Mei Chen","Mei Chen","Ava Brown"
2133,"Semifinal","Kwame Mensah","Luis Perez","Kwame Mensah","Luis Perez"
2133,"Final","Mei Chen","Kwame Mensah","Mei Chen","Kwame Mensah"
2134,"Round_of_16","Luis Perez","Tao Liu","Tao Liu","Luis Perez"
2134,"Round_of_16","Mei Chen","Samuel Flores","Mei Chen","Samuel Flores"
2134,"Round_of_16","Mia Gonzalez","Kwame Mensah","Mia Gonzalez","Kwame Mensah"
2134,"Round_of_16","Isabella Hernandez","Youssef Camara","Youssef Camara","Isabella Hernandez"
2134,"Round_of_16","Mateo Diaz","Li Wei","Li Wei","Mateo Diaz"
2134,"Round_of_16","Leo Zimmerman","Ava Brown","Leo Zimmerman","Ava Brown"
2134,"Round_of_16","Luca Muller","Jackson Davis","Jackson Davis","Luca Muller"
2134,"Round_of_16","Valentina Torres","Max Williams","Valentina Torres","Max Williams"
2134,"Quarterfinal","Tao Liu","Mei Chen","Mei Chen","Tao Liu"
2134,"Quarterfinal","Mia Gonzalez","Youssef Camara","Mia Gonzalez","Youssef Camara"
2134,"Quarterfinal","Li Wei","Leo Zimmerman","Li Wei","Leo Zimmerman"
2134,"Quarterfinal","Jackson Davis","Valentina Torres","Valentina Torres","Jackson Davis"
2134,"Semifinal","Mei Chen","Mia Gonzalez","Mia Gonzalez","Mei Chen"
2134,"Semifinal","Li Wei","Valentina Torres","Li Wei","Valentina Torres"
2134,"Final","Mia Gonzalez","Li Wei","Mia Gonzalez","Li Wei"
2135,"Round_of_16","Mateo Diaz","Mei Chen","Mei Chen","Mateo Diaz"
2135,"Round_of_16","Mia Gonzalez","Tao Liu","Mia Gonzalez","Tao Liu"
2135,"Round_of_16","Kwame Mensah","Isabella Hernandez","Kwame Mensah","Isabella Hernandez"
2135,"Round_of_16","Youssef Camara","Samuel Flores","Youssef Camara","Samuel Flores"
2135,"Round_of_16","Luca Muller","Li Wei","Luca Muller","Li Wei"
2135,"Round_of_16","Leo Zimmerman","Luis Perez","Luis Perez","Leo Zimmerman"
2135,"Round_of_16","Max Williams","Jackson Davis","Jackson Davis","Max Williams"
2135,"Round_of_16","Valentina Torres","Ava Brown","Ava Brown","Valentina Torres"
2135,"Quarterfinal","Mei Chen","Mia Gonzalez","Mia Gonzalez","Mei Chen"
2135,"Quarterfinal","Kwame Mensah","Youssef Camara","Kwame Mensah","Youssef Camara"
2135,"Quarterfinal","Luca Muller","Luis Perez","Luis Perez","Luca Muller"
2135,"Quarterfinal","Jackson Davis","Ava Brown","Ava Brown","Jackson Davis"
2135,"Semifinal","Mia Gonzalez","Kwame Mensah","Mia Gonzalez","Kwame Mensah"
2135,"Semifinal","Luis Perez","Ava Brown","Ava Brown","Luis Perez"
2135,"Final","Mia Gonzalez","Ava Brown","Ava Brown","Mia Gonzalez"
2136,"Round_of_16","Mei Chen","Kwame Mensah","Kwame Mensah","Mei Chen"
2136,"Round_of_16","Mia Gonzalez","Isabella Hernandez","Isabella Hernandez","Mia Gonzalez"
2136,"Round_of_16","Ava Brown","Luis Perez","Luis Perez","Ava Brown"
2136,"Round_of_16","Youssef Camara","Max Williams","Youssef Camara","Max Williams"
2136,"Round_of_16","Samuel Flores","Mateo Diaz","Mateo Diaz","Samuel Flores"
2136,"Round_of_16","Luca Muller","Li Wei","Li Wei","Luca Muller"
2136,"Round_of_16","Jackson Davis","Leo Zimmerman","Jackson Davis","Leo Zimmerman"
2136,"Round_of_16","Valentina Torres","Tao Liu","Valentina Torres","Tao Liu"
2136,"Quarterfinal","Kwame Mensah","Isabella Hernandez","Kwame Mensah","Isabella Hernandez"
2136,"Quarterfinal","Luis Perez","Youssef Camara","Luis Perez","Youssef Camara"
2136,"Quarterfinal","Mateo Diaz","Li Wei","Mateo Diaz","Li Wei"
2136,"Quarterfinal","Jackson Davis","Valentina Torres","Jackson Davis","Valentina Torres"
2136,"Semifinal","Kwame Mensah","Luis Perez","Luis Perez","Kwame Mensah"
2136,"Semifinal","Mateo Diaz","Jackson Davis","Mateo Diaz","Jackson Davis"
2136,"Final","Luis Perez","Mateo Diaz","Luis Perez","Mateo Diaz"
2137,"Round_of_16","Kwame Mensah","Youssef Camara","Kwame Mensah","Youssef Camara"
2137,"Round_of_16","Isabella Hernandez","Mei Chen","Mei Chen","Isabella Hernandez"
2137,"Round_of_16","Samuel Flores","Mia Gonzalez","Samuel Flores","Mia Gonzalez"
2137,"Round_of_16","Jackson Davis","Mateo Diaz","Mateo Diaz","Jackson Davis"
2137,"Round_of_16","Luis Perez","Ava Brown","Luis Perez","Ava Brown"
2137,"Round_of_16","Li Wei","Max Williams","Li Wei","Max Williams"
2137,"Round_of_16","Tao Liu","Valentina Torres","Tao Liu","Valentina Torres"
2137,"Round_of_16","Leo Zimmerman","Luca Muller","Luca Muller","Leo Zimmerman"
2137,"Quarterfinal","Kwame Mensah","Mei Chen","Kwame Mensah","Mei Chen"
2137,"Quarterfinal","Samuel Flores","Mateo Diaz","Mateo Diaz","Samuel Flores"
2137,"Quarterfinal","Luis Perez","Li Wei","Luis Perez","Li Wei"
2137,"Quarterfinal","Tao Liu","Luca Muller","Tao Liu","Luca Muller"
2137,"Semifinal","Kwame Mensah","Mateo Diaz","Kwame Mensah","Mateo Diaz"
2137,"Semifinal","Luis Perez","Tao Liu","Tao Liu","Luis Perez"
2137,"Final","Kwame Mensah","Tao Liu","Tao Liu","Kwame Mensah"
2139,"Round_of_16","Kwame Mensah","Tao Liu","Kwame Mensah","Tao Liu"
2139,"Round_of_16","Mei Chen","Luis Perez","Luis Perez","Mei Chen"
2139,"Round_of_16","Mia Gonzalez","Kai Chen","Mia Gonzalez","Kai Chen"
2139,"Round_of_16","Isabella Hernandez","Samuel Flores","Isabella Hernandez","Samuel Flores"
2139,"Round_of_16","Malik Obi","Ava Brown","Ava Brown","Malik Obi"
2139,"Round_of_16","Jackson Davis","Youssef Camara","Youssef Camara","Jackson Davis"
2139,"Round_of_16","Li Wei","Leo Zimmerman","Li Wei","Leo Zimmerman"
2139,"Round_of_16","Rafael Castillo","Valentina Torres","Rafael Castillo","Valentina Torres"
2139,"Quarterfinal","Kwame Mensah","Luis Perez","Luis Perez","Kwame Mensah"
2139,"Quarterfinal","Kai Chen","Samuel Flores","Kai Chen","Samuel Flores"
2139,"Quarterfinal","Ava Brown","Youssef Camara","Ava Brown","Youssef Camara"
2139,"Quarterfinal","Li Wei","Rafael Castillo","Li Wei","Rafael Castillo"
2139,"Semifinal","Luis Perez","Kai Chen","Kai Chen","Luis Perez"
2139,"Semifinal","Ava Brown","Li Wei","Li Wei","Ava Brown"
2139,"Final","Kai Chen","Li Wei","Kai Chen","Li Wei"
2140,"Round_of_16","Samuel Flores","Kwame Mensah","Samuel Flores","Kwame Mensah"
2140,"Round_of_16","Mei Chen","Malik Obi","Malik Obi","Mei Chen"
2140,"Round_of_16","Jackson Davis","Ava Brown","Jackson Davis","Ava Brown"
2140,"Round_of_16","Mia Gonzalez","Li Wei","Mia Gonzalez","Li Wei"
2140,"Round_of_16","Youssef Camara","Kai Chen","Kai Chen","Youssef Camara"
2140,"Round_of_16","Mateo Diaz","Leo Zimmerman","Leo Zimmerman","Mateo Diaz"
2140,"Round_of_16","Luis Perez","Tao Liu","Luis Perez","Tao Liu"
2140,"Round_of_16","Isabella Hernandez","Rafael Castillo","Rafael Castillo","Isabella Hernandez"
2140,"Quarterfinal","Samuel Flores","Malik Obi","Samuel Flores","Malik Obi"
2140,"Quarterfinal","Jackson Davis","Mia Gonzalez","Mia Gonzalez","Jackson Davis"
2140,"Quarterfinal","Kai Chen","Leo Zimmerman","Kai Chen","Leo Zimmerman"
2140,"Quarterfinal","Luis Perez","Rafael Castillo","Rafael Castillo","Luis Perez"
2140,"Semifinal","Malik Obi","Mia Gonzalez","Malik Obi","Mia Gonzalez"
2140,"Semifinal","Kai Chen","Rafael Castillo","Kai Chen","Rafael Castillo"
2140,"Final","Malik Obi","Kai Chen","Kai Chen","Malik Obi"
2141,"Round_of_16","Kwame Mensah","Caleb Dickson","Caleb Dickson","Kwame Mensah"
2141,"Round_of_16","Mei Chen","Tariq Ebo","Tariq Ebo","Mei Chen"
2141,"Round_of_16","Mia Gonzalez","Youssef Camara","Mia Gonzalez","Youssef Camara"
2141,"Round_of_16","Isabella Hernandez","Jackson Davis","Jackson Davis","Isabella Hernandez"
2141,"Round_of_16","Kai Chen","Ava Brown","Kai Chen","Ava Brown"
2141,"Round_of_16","Samuel Flores","Tao Liu","Samuel Flores","Tao Liu"
2141,"Round_of_16","Rafael Castillo","Leo Zimmerman","Leo Zimmerman","Rafael Castillo"
2141,"Quarterfinal","Caleb Dickson","Tariq Ebo","Tariq Ebo","Caleb Dickson"
2141,"Quarterfinal","Mia Gonzalez","Jackson Davis","Jackson Davis","Mia Gonzalez"
2141,"Quarterfinal","Luis Perez","Kai Chen","Luis Perez","Kai Chen"
2141,"Quarterfinal","Leo Zimmerman","Samuel Flores","Samuel Flores","Leo Zimmerman"
2141,"Semifinal","Tariq Ebo","Jackson Davis","Tariq Ebo","Jackson Davis"
2141,"Semifinal","Luis Perez","Samuel Flores","Samuel Flores","Luis Perez"
2141,"Final","Tariq Ebo","Luis Perez","Luis Perez","Tariq Ebo"
2142,"Round_of_16","Kwame Mensah","Caleb Dickson","Caleb Dickson","Kwame Mensah"
2142,"Round_of_16","Mei Chen","Tariq Ebo","Tariq Ebo","Mei Chen"
2142,"Round_of_16","Mia Gonzalez","Youssef Camara","Mia Gonzalez","Youssef Camara"
2142,"Round_of_16","Isabella Hernandez","Jackson Davis","Jackson Davis","Isabella Hernandez"
2142,"Round_of_16","Luis Perez","Li Wei","Luis Perez","Li Wei"
2142,"Round_of_16","Kai Chen","Ava Brown","Kai Chen","Ava Brown"
2142,"Round_of_16","Samuel Flores","Tao Liu","Samuel Flores","Tao Liu"
2142,"Round_of_16","Rafael Castillo","Leo Zimmerman","Rafael Castillo","Leo Zimmerman"
2142,"Quarterfinal","Caleb Dickson","Tariq Ebo","Caleb Dickson","Tariq Ebo"
2142,"Quarterfinal","Mia Gonzalez","Jackson Davis","Jackson Davis","Mia Gonzalez"
2142,"Quarterfinal","Luis Perez","Kai Chen","Luis Perez","Kai Chen"
2142,"Quarterfinal","Rafael Castillo","Samuel Flores","Rafael Castillo","Samuel Flores"
2142,"Semifinal","Tariq Ebo","Jackson Davis","Tariq Ebo","Jackson Davis"
2142,"Semifinal","Luis Perez","Rafael Castillo","Rafael Castillo","Luis Perez"
2142,"Final","Tariq Ebo","Rafael Castillo","Rafael Castillo","Tariq Ebo"
2143,"Round_of_16","Mei Chen","Caleb Dickson","Caleb Dickson","Mei Chen"
2143,"Round_of_16","Kai Chen","Jackson Davis","Jackson Davis","Kai Chen"
2143,"Round_of_16","Tariq Ebo","Youssef Camara","Tariq Ebo","Youssef Camara"
2143,"Round_of_16","Mia Gonzalez","Kwame Mensah","Kwame Mensah","Mia Gonzalez"
2143,"Round_of_16","Isabella Hernandez","Luis Perez","Luis Perez","Isabella Hernandez"
2143,"Round_of_16","Ava Brown","Leo Zimmerman","Ava Brown","Leo Zimmerman"
2143,"Round_of_16","Li Wei","Tao Liu","Li Wei","Tao Liu"
2143,"Round_of_16","Rafael Castillo","Samuel Flores","Rafael Castillo","Samuel Flores"
2143,"Quarterfinal","Caleb Dickson","Jackson Davis","Caleb Dickson","Jackson Davis"
2143,"Quarterfinal","Tariq Ebo","Kwame Mensah","Tariq Ebo","Kwame Mensah"
2143,"Quarterfinal","Luis Perez","Ava Brown","Luis Perez","Ava Brown"
2143,"Quarterfinal","Li Wei","Rafael Castillo","Rafael Castillo","Li Wei"
2143,"Semifinal","Caleb Dickson","Tariq Ebo","Caleb Dickson","Tariq Ebo"
2143,"Semifinal","Luis Perez","Rafael Castillo","Rafael Castillo","Luis Perez"
2143,"Final","Caleb Dickson","Rafael Castillo","Caleb Dickson","Rafael Castillo"
2144,"Round_of_16","Youssef Camara","Caleb Dickson","Caleb Dickson","Youssef Camara"
2144,"Round_of_16","Kwame Mensah","Tariq Ebo","Tariq Ebo","Kwame Mensah"
2144,"Round_of_16","Jackson Davis","Tao Liu","Jackson Davis","Tao Liu"
2144,"Round_of_16","Kai Chen","Mia Gonzalez","Mia Gonzalez","Kai Chen"
2144,"Round_of_16","Mei Chen","Samuel Flores","Samuel Flores","Mei Chen"
2144,"Round_of_16","Li Wei","Ava Brown","Ava Brown","Li Wei"
2144,"Round_of_16","Luis Perez","Rafael Castillo","Rafael Castillo","Luis Perez"
2144,"Round_of_16","Isabella Hernandez","Luca Muller","Luca Muller","Isabella Hernandez"
2144,"Quarterfinal","Caleb Dickson","Tariq Ebo","Caleb Dickson","Tariq Ebo"
2144,"Quarterfinal","Jackson Davis","Mia Gonzalez","Jackson Davis","Mia Gonzalez"
2144,"Quarterfinal","Samuel Flores","Li Wei","Li Wei","Samuel Flores"
2144,"Quarterfinal","Rafael Castillo","Luca Muller","Rafael Castillo","Luca Muller"
2144,"Semifinal","Caleb Dickson","Jackson Davis","Caleb Dickson","Jackson Davis"
2144,"Semifinal","Li Wei","Rafael Castillo","Li Wei","Rafael Castillo"
2144,"Final","Caleb Dickson","Li Wei","Caleb Dickson","Li Wei"
2145,"Round_of_16","Mia Gonzalez","Li Wei","Li Wei","Mia Gonzalez"
2145,"Round_of_16","Samuel Flores","Rafael Castillo","Rafael Castillo","Samuel Flores"
2145,"Round_of_16","Kwame Mensah","Youssef Camara","Youssef Camara","Kwame Mensah"
2145,"Round_of_16","Caleb Dickson","Luca Muller","Luca Muller","Caleb Dickson"
2145,"Round_of_16","Tariq Ebo","Jackson Davis","Tariq Ebo","Jackson Davis"
2145,"Round_of_16","Tao Liu","Isabella Hernandez","Tao Liu","Isabella Hernandez"
2145,"Round_of_16","Mei Chen","Luis Perez","Mei Chen","Luis Perez"
2145,"Round_of_16","Ava Brown","Kai Chen","Kai Chen","Ava Brown"
2145,"Quarterfinal","Li Wei","Rafael Castillo","Li Wei","Rafael Castillo"
2145,"Quarterfinal","Youssef Camara","Luca Muller","Youssef Camara","Luca Muller"
2145,"Quarterfinal","Tariq Ebo","Tao Liu","Tao Liu","Tariq Ebo"
2145,"Quarterfinal","Luis Perez","Kai Chen","Luis Perez","Kai Chen"
2145,"Semifinal","Li Wei","Youssef Camara","Li Wei","Youssef Camara"
2145,"Semifinal","Tao Liu","Luis Perez","Luis Perez","Tao Liu"
2145,"Final","Li Wei","Luis Perez","Li Wei","Luis Perez"
2138,"Round_of_16","Kwame Mensah","Malik Obi","Kwame Mensah","Malik Obi"
2138,"Round_of_16","Mei Chen","Samuel Flores","Samuel Flores","Mei Chen"
2138,"Round_of_16","Mia Gonzalez","Rafael Castillo","Mia Gonzalez","Rafael Castillo"
2138,"Round_of_16","Isabella Hernandez","Tao Liu","Tao Liu","Isabella Hernandez"
2138,"Round_of_16","Luis Perez","Jackson Davis","Luis Perez","Jackson Davis"
2138,"Round_of_16","Kai Chen","Li Wei","Kai Chen","Li Wei"
2138,"Round_of_16","Samuel Flores","Ava Brown","Ava Brown","Samuel Flores"
2138,"Round_of_16","Youssef Camara","Leo Zimmerman","Youssef Camara","Leo Zimmerman"
2138,"Quarterfinal","Kwame Mensah","Samuel Flores","Kwame Mensah","Samuel Flores"
2138,"Quarterfinal","Rafael Castillo","Tao Liu","Rafael Castillo","Tao Liu"
2138,"Quarterfinal","Luis Perez","Kai Chen","Kai Chen","Luis Perez"
2138,"Quarterfinal","Ava Brown","Youssef Camara","Ava Brown","Youssef Camara"
2138,"Semifinal","Kwame Mensah","Rafael Castillo","Kwame Mensah","Rafael Castillo"
2138,"Semifinal","Kai Chen","Ava Brown","Kai Chen","Ava Brown"
2138,"Final","Kwame Mensah","Kai Chen","Kwame Mensah","Kai Chen"
2146,"Round_of_16","Samuel Flores","Mei Chen","Mei Chen","Samuel Flores"
2146,"Round_of_16","Youssef Camara","Li Wei","Li Wei","Youssef Camara"
2146,"Round_of_16","Mia Gonzalez","Kwame Mensah","Kwame Mensah","Mia Gonzalez"
2146,"Round_of_16","Tao Liu","Caleb Dickson","Caleb Dickson","Tao Liu"
2146,"Round_of_16","Luca Muller","Tariq Ebo","Tariq Ebo","Luca Muller"
2146,"Round_of_16","Luis Perez","Jackson Davis","Jackson Davis","Luis Perez"
2146,"Round_of_16","Kai Chen","Isabella Hernandez","Kai Chen","Isabella Hernandez"
2146,"Round_of_16","Ava Brown","Rafael Castillo","Rafael Castillo","Ava Brown"
2146,"Quarterfinal","Mei Chen","Li Wei","Li Wei","Mei Chen"
2146,"Quarterfinal","Kwame Mensah","Caleb Dickson","Kwame Mensah","Caleb Dickson"
2146,"Quarterfinal","Tariq Ebo","Jackson Davis","Tariq Ebo","Jackson Davis"
